Home - Fraction of weekdays with session,Work - Fraction of weekdays with session,Other Slow - Fraction of weekdays with session,Other Fast - Fraction of weekdays with session,MUD - Fraction of weekdays with session
0.0,0.5166666666666666,0.004166666666666667,0.0,0.0
0.0,0.2125,0.008333333333333333,0.0,0.0
0.0,0.18333333333333332,0.008333333333333333,0.0,0.0
0.0,0.12083333333333333,0.004166666666666667,0.0,0.0
0.0,0.0,0.14583333333333334,0.0,0.0
0.0,0.20833333333333334,0.004166666666666667,0.0,0.0
0.0,0.029166666666666667,0.09166666666666666,0.0,0.0
0.0,0.29583333333333334,0.004166666666666667,0.0,0.0
0.0,0.5166666666666666,0.004166666666666667,0.0,0.0
0.0,0.3458333333333333,0.058333333333333334,0.0,0.0
0.0,0.7041666666666667,0.025000000000000005,0.0,0.0
0.0,0.5916666666666667,0.17083333333333334,0.0,0.0
0.0,0.175,0.0875,0.0,0.0
0.0,0.0125,0.1625,0.0,0.0
0.0,0.016666666666666666,0.175,0.0,0.0
0.0,0.25000000000000006,0.004166666666666667,0.0,0.0
0.0,0.13333333333333333,0.004166666666666667,0.0,0.0
0.0,0.275,0.0125,0.0,0.0
0.0,0.3708333333333334,0.0,0.0,0.0
0.0,0.4125,0.004166666666666667,0.0,0.0
0.0,0.3583333333333334,0.0125,0.0,0.0
0.0,0.12916666666666665,0.062499999999999986,0.0,0.0
0.0,0.34166666666666673,0.0125,0.0,0.0
0.0,0.041666666666666664,0.18333333333333332,0.0,0.0
0.0,0.025000000000000005,0.18333333333333332,0.0,0.0
0.0,0.025000000000000005,0.025000000000000005,0.0,0.0
0.0,0.14583333333333334,0.004166666666666667,0.0,0.0
0.0,0.20833333333333334,0.03749999999999999,0.0,0.0
0.0,0.0,0.6875,0.0,0.0
0.0,0.13749999999999998,0.016666666666666666,0.0,0.0
0.0,0.23750000000000002,0.0125,0.0,0.0
0.0,0.32083333333333336,0.029166666666666667,0.0,0.0
0.0,0.1625,0.3,0.0,0.0
0.0,0.09166666666666666,0.008333333333333333,0.0,0.0
0.0,0.020833333333333332,0.10416666666666667,0.0,0.0
0.0,0.3708333333333334,0.008333333333333333,0.0,0.0
0.0,0.025000000000000005,0.175,0.0,0.0
0.0,0.27083333333333326,0.004166666666666667,0.0,0.0
0.0,0.004166666666666667,0.11666666666666667,0.0,0.0
0.0,0.3458333333333333,0.03749999999999999,0.0,0.0
0.0,0.09583333333333334,0.0,0.0,0.0
0.0,0.6541666666666667,0.0125,0.0,0.0
0.0,0.43750000000000006,0.004166666666666667,0.0,0.0
0.0,0.008333333333333333,0.08333333333333333,0.0,0.0
0.0,0.0875,0.008333333333333333,0.0,0.0
0.0,0.30833333333333335,0.004166666666666667,0.0,0.0
0.0,0.16666666666666666,0.0,0.0,0.0
0.0,0.175,0.06666666666666667,0.0,0.0
0.0,0.27083333333333326,0.09166666666666666,0.0,0.0
0.0,0.3458333333333333,0.0,0.0,0.0
0.0,0.16666666666666666,0.0875,0.0,0.0
0.0,0.31666666666666665,0.004166666666666667,0.0,0.0
0.0,0.029166666666666667,0.22083333333333333,0.0,0.0
0.0,0.020833333333333332,0.5375,0.0,0.0
0.0,0.075,0.025000000000000005,0.0,0.0
0.0,0.37916666666666665,0.004166666666666667,0.0,0.0
0.0,0.4166666666666667,0.0,0.0,0.0
0.0,0.075,0.03333333333333333,0.0,0.0
0.0,0.21666666666666662,0.041666666666666664,0.0,0.0
