Home - Fraction of weekdays with session,Work - Fraction of weekdays with session,Other Slow - Fraction of weekdays with session,Other Fast - Fraction of weekdays with session,MUD - Fraction of weekdays with session
0.0,0.175,0.1583333333333333,0.0,0.0
0.0,0.062499999999999986,0.041666666666666664,0.0,0.0
0.0,0.004166666666666667,0.20833333333333334,0.0,0.0
0.0,0.03749999999999999,0.2250000000000001,0.0,0.0
0.0,0.12083333333333333,0.12916666666666665,0.0,0.0
0.0,0.004166666666666667,0.175,0.0,0.0
0.0,0.008333333333333333,0.029166666666666667,0.0,0.0
0.0,0.004166666666666667,0.09166666666666666,0.0,0.0
0.0,0.42500000000000004,0.062499999999999986,0.0,0.0
0.0,0.6375,0.03749999999999999,0.0,0.0
0.0,0.6708333333333333,0.525,0.0,0.0
0.0,0.004166666666666667,0.11666666666666667,0.0,0.0
0.0,0.04583333333333333,0.05,0.0,0.0
0.0,0.004166666666666667,0.2250000000000001,0.0,0.0
0.0,0.008333333333333333,0.05416666666666666,0.0,0.0
0.0,0.041666666666666664,0.13333333333333333,0.0,0.0
0.0,0.6666666666666666,0.0,0.0,0.0
0.0,0.3375,0.016666666666666666,0.0,0.0
0.0,0.004166666666666667,0.2250000000000001,0.0,0.0
0.0,0.025000000000000005,0.30833333333333335,0.0,0.0
0.0,0.029166666666666667,0.06666666666666667,0.0,0.0
0.0,0.029166666666666667,0.008333333333333333,0.0,0.0
0.0,0.26666666666666666,0.2625,0.0,0.0
0.0,0.0,0.062499999999999986,0.0,0.0
0.0,0.058333333333333334,0.37916666666666665,0.0,0.0
0.0,0.2125,0.5958333333333333,0.0,0.0
0.0,0.9208333333333333,0.13749999999999998,0.0,0.0
0.0,0.4583333333333333,0.041666666666666664,0.0,0.0
0.0,0.4166666666666667,0.05416666666666666,0.0,0.0
0.0,0.35416666666666674,0.0,0.0,0.0
0.0,0.016666666666666666,0.12916666666666665,0.0,0.0
0.0,0.004166666666666667,0.8416666666666667,0.0,0.0
0.0,0.4166666666666667,0.008333333333333333,0.0,0.0
0.0,0.004166666666666667,0.12916666666666665,0.0,0.0
0.0,0.004166666666666667,0.05416666666666666,0.0,0.0
0.0,0.008333333333333333,0.15,0.0,0.0
0.0,0.24166666666666667,0.0,0.0,0.0
0.0,0.008333333333333333,0.12916666666666665,0.0,0.0
0.0,0.008333333333333333,0.1125,0.0,0.0
0.0,0.0125,0.058333333333333334,0.0,0.0
0.0,0.44166666666666665,0.0,0.0,0.0
0.0,0.0,0.05,0.0,0.0
0.0,0.0875,0.004166666666666667,0.0,0.0
0.0,0.029166666666666667,0.32083333333333336,0.0,0.0
0.0,0.004166666666666667,0.27083333333333326,0.0,0.0
0.0,0.004166666666666667,0.18333333333333332,0.0,0.0
0.0,0.7708333333333334,0.0,0.0,0.0
0.0,0.004166666666666667,0.6666666666666666,0.0,0.0
0.0,0.32083333333333336,0.08333333333333333,0.0,0.0
0.0,0.13749999999999998,0.0125,0.0,0.0
0.0,0.008333333333333333,0.35416666666666674,0.0,0.0
0.0,0.058333333333333334,0.3458333333333333,0.0,0.0
0.0,0.004166666666666667,0.4125,0.0,0.0
0.0,0.39583333333333326,0.004166666666666667,0.0,0.0
0.0,0.10833333333333332,0.0125,0.0,0.0
0.0,0.008333333333333333,0.525,0.0,0.0
0.0,0.12499999999999997,0.004166666666666667,0.0,0.0
0.0,0.025000000000000005,0.4666666666666667,0.0,0.0
0.0,0.0125,0.09583333333333334,0.0,0.0
0.0,0.30416666666666664,0.016666666666666666,0.0,0.0
0.0,0.45416666666666666,0.03333333333333333,0.0,0.0
0.0,0.008333333333333333,0.32916666666666666,0.0,0.0
0.0,0.004166666666666667,0.49583333333333335,0.0,0.0
0.0,0.25416666666666665,0.27083333333333326,0.0,0.0
0.0,0.0125,0.016666666666666666,0.0,0.0
0.0,0.4125,0.016666666666666666,0.0,0.0
